Phrase,IsHateSpeech
හදා ගන්නනම් හුත්තො ගෙදර එක්කන් ගිහින් කන්න බොන්නත් දීපියව් මට,YES
ඒව ගනන් ගන්න එපා ඒ ශ්රී ලංකා කියන රටේ මිනිස්සු කියන ජාතියගෙ හැටි,NO
ටෝක් දීල ආයේ රීගෙන වරෙන්කො යකෝ ලෝකේ තිබුන අන්තිම මැච් එක වගෙනේ මුගේ කතාව,YES
අපෙ පුකේ ඉත්තෑවෝ දුවන්වටනේ අපි ක්රිකට් බලන්නේ එක මැච් එක්කට ලක්ශ ක් වැඩිය ගෙවනකොට අපිනේ ඒවා ගන්නේ ප්රෙක්ෂකයයෝ අයින් උනොත් මුන්ට තේරෙයි කවුරු හින්දද ක්රිකට් තියෙන්නේ කියලා,YES
බිඳු චන්දිමාල්,NO
අනෙ මොක්කුද මේ අපේ ගෙදර දැන් ක්රිකට් තහනම්ඉස්සර වගෙ ටීම් එකක්ක් ලන්කාවෙ ආයේ එන්නෙ නෑ ප්රීමා නූල්ඩ්ස් ඇඩ් වලට හොඳ,NO
නජිත් උබ මගෙං ණයට ගත්ත රුපියල් අරගෙන දැං අවුරුදු දෙකක් වෙනවා මං දන්නවා උබ මේක බලනවා කියලා මූනට කියන්න බැරි හින්ද මෙහෙම දැම්මේ මේක දැක්ක ගමන් මගේ නය ගෙවපන්,NO
දැන් මේ පේජ් කාරයෝ කුසල්ට බැනලා ඒක දැකපු කුසල් මෙන්ඩිස් මුන්ට බයේ මැච් එක ගහල අද කුසල් මුන්ට බයයි අනේ පලයන් වහේ යන්න ඌට පුලුවන් දවසට ඌ ගේ දක්ශතාවයෙන් ඌ ගහනව ඇඩ්මින්ල පුක දෙනවනේ තොපි නිසා තමයි එහෙනම් මුන් දිනුවේ අනේ යකෝ,YES
කුසල් මෙන්ඩිස් මම දන්නවා උබ මේකත් ෆලෝව් එකේ ඉන්න කියලා අප්පට හැමිනෙන්නැතිව ගහපිය හැම මැච් එකකම උබ නැතිව ඉන්දියාවෙ උන් ටික ගෙනත් ලන්කාවේ ටීම් එකේ නමි ගැස්සුවත් අපි එදා ක්රිකට් එක්ක ඉන්න,NO
ඔව් ඉතින් ක්රිකට් නොදන්න අය ඌ එක්ක ඉන්න විදිහක නෑනේමොකද ක්රිකට් දන්නැති එකා කොහොම කුසල් මෙන්ඩිස්ව දන්නේ,NO
බැට් එකක් අතිං අල්ලල නැති පේස්බුක් ඔස්තාර්ලට හොඳ රිදී ඇත,NO
උඹල ඌට ආදරේ කරන්න ඕන නෑ ඌ උට පුලුවං හැටියට සෙල්ලම් කරයි,NO
මනුස්සයෙක්ට දාරා ගන්න පුලුවන් සීමාවක තියෙනවා සංගලා මහේලලා ඉන්න කාලේ ලංකාවේ මීඩියා සෝශල් මීඩියා මේ තරම් ලොකුවට තිබ්බ නං උන්ටත් මේ දේම තමා වෙන්නේ ලංකාවේ වැඩිම අපහස ලක් උනේ මෙන්ඩිස් ලංකාවේ ක්රිකට් වැටෙන් වක්රාකාරව හරි සෝශල් මීඩියා හේතුවක් උනා මඩ ගැහුවා කියලා ක්රිඩකයෝ හදන්න බෑ බන්,NO
ක්රිකට් දන්න මිනිස්සු දන්නවා තමා කොහොම මැච් ට ක් ගැහුවම ලොකු ටෝක් දෙන්න තමා ඔයා ඉන්නේ කියලා,NO
රට වෙනුවෙන් සෙල්ලන් කරපන් උබ ලකුණු අතරට එන්න කරපන් එක එකාට පලි ගන්න තියෙන ක්රීඩාවක නෙමේ කියන්නේ ඒක උබලගේ ඔය එකම ඒක දන්නේ නෑ වගේ අපි පේන්නේ,NO
නිහතමානී වෙයන් උබට ආදරේ කරන්න මිනිසුන් ටික හදාගනින් එතකොට දවසක දන්නේම නැතිව උබ ලකුණු අතර හැමදාම ඉදී ලෝකය උබට ඉරිසියා කලත් උබට හරි ගිය දවසට අපේ මේ රටේ මේ ඉන්න පිස්සෝ ටික තමා එදා ඒ විදිහටම උබට ආදරේ කරන්නේ,NO
කියන්නේ සෙල්ලමක්ම විතර නෙමේ මම හිතන්නේ ලෝකෙම උට ඉරිසියා කරනවා ඒත් උන් ආදරේ තමා ඌට ශක්තිය කියන්නේ මහත්තුරුන්ගේ ක්රීඩාවක ඒකත් උබලට අමතක වෙලා දැන්,NO
කියන්න ඔනේ එක කෙලි ම පකේ පෙජ් කාරයෝ ටිකටටි කුඩු ටිවි නාලිකා වටයි කියලා දැමිමෙ එලඑල ජිවිතෙ ට ක්රිකට් බලපු නැති ගොත්රික එවුනුයි රගන්නෙ බලන් ගියාම,NO
උබ මගෙ ඉල්ල ගත්තු ෆයිල් එක ගෙනත් දීපන් උබලට දෙයක් දුන්නම ආපහු ගන්න බෑනේ බන් බලු වැඩ යකෝ,NO
බැන්නෙ හදාගන්න කියල විලි වහගන්න උන් වෙනුවෙන් විනාඩි නිශ්ශබ්දතාවක්,NO
අනේ බන් උඹල ඌට බැන්න විදිහට නෝන්ඩි කරපු විදියට මිනිහෙක් හැදෙන්න නෑ වැටෙනව අනික උඹල කියන විදියට කරීඩකයො අයින් කරා නම් මහේල වගේ ක්රීඩකයො මේ රටට හීනයක විතරයි,NO
මැච් ක් ගහල සෙන්චරියක් ගැහුව වැඩක් තියෙනව බන් අපි වැටෙන් ඕන අන්තිම රෑක්න් වලට වැටිල ඉවරයි ක්රිකට් මැච් බලන එක එපා කලෙත් උබලම තමා ක්රිකට් ගහද්දි උබල ප්ලේ කරද්දී මැච් දිනවල දේවි කියල විශ්වාසය තියන් මැච් බලන්නෙ කෝමද බන්,NO
අපේ සංග මයියා වගේ එවු මේ භූමියේ කවද පහල වේද හාංදුරුනේ,NO
පලයං ගොන් ඇඩ්මින් යන්න,YES
හැමදාම පිටරට ඉස්සරහා අපේ බිම දාල පාගපු ඔයා මොකද මේවා ගැන හිතෙන්න,NO
මුස්ලිම් ජනතාව මුලු ලොවට පිලිලයක්,YES
බැන්න නැත්තම් මයේ අප්පලා ගහයි හැම තරගේම දිනන් කිවුවේ නෑ අපි පැරදුන ලැජ්ජා නැතිව පැරදුනානම් මිනිස්සු බනින්න නෑ හැමදාම ඔහොම උනන්දුවෙන් සෙල්ලම්කරනානම් ඔයාලත් සතුට අපිත් සතුට,NO
උබලා බැන්න නිසා තමා ඌ හැදුනෙ එහෙනම් බැනලා හදපල්ලකො රට,NO
උබට ලැබුන අවස්ථාව වෙන උන් හම්බ උනානම් ක්රිස් ගේල් කැලේ කරුමේ කියන්නේ උබ වගේ කොච්ගේ ඇටේ මිරිකුවේ නැ,NO
ආයෙ බින්දු පෝලිමක ඉදිරියේදී,NO
පොන්නයා මැච් ට විතර පස්සේ ලකුණු ක් ගහල අම්මට හිකෙන්න දොඩවනවා මෙලෝ රහක් නෑ ගූ පොන්නයා,YES
ඔහොම කියවන්ට එපා බන් එකක් ගහල උබලට පඩි දෙන්නෙ ක්රිකට් ගහනවට තමා,NO
එතකොට ලංකාවේ ක්රිකට් දන්නේ නැති එවු ද මෙච්චරකල් ඉදලා තියෙන්නේ,NO
රත්උනාම තමයි යකඩෙ තැලෙන්නෙ තැලුනොත් විතරයි පන්නරේ එන්නෙ,NO
නවතම ක්රිකට් තොරතුරු සඳහා කරන්න ඔබ අපේ වීඩියෝ වලට කැමති නම් කරන්න කරන්න කරුණාකර ඔබේ සහාය අපට ලබා දෙන්න ස්තූති,NO
මයිගෙ පාරවල් තමයි ගති,NO
සිංදුවේ හැටියට වීඩියෝ එක මදි කියලා හිතෙන උන් ලයික් එකක් දාන් යමු බලන්න,NO
කියවන්න කවුද අවේ ඔනි,NO
අවංකව කිව්වොත් නුරාවී ඕඩියෝ එක අහම්බෙන් ඇහුන දවසෙ ඉදන් අංක එකේ තියන් අහනව එපා වෙන්නෙම නෑ ඒක මාර ෆීල් සිංදු අහද්දි ලොවෙත් නැති දේවල මැවෙනව හැබැයි කියන්න ඕන වීඩී එකෙන් ඕඩියෝ එකේ කොලිටි එක ටික එහා මෙහා වෙනව මීට වඩා දෙයක් කරන්න පුලුවන් වීඩී එකක මේ සින්දුවට,NO
අවංකව කිව්වොත් මෙහෙව් සින්දු වලට වීඩී ඕනම නෑ මචන් මේක මන් දකින විදිය මේක කොටන්නෙත් මේ ඕඩියෝ එක අහන ගමන් එනිවේ ආදරෙයි ලස්සනම නිර්මාණ ගේමු ඉස්සරහ ජය,NO
නියම එකක් කියන උන් මේ කොනට,NO
සිංදුවෙ එක එකෙන් බස්සල,NO
මාරම ලස්සනයි අයියේ සිංදු හැබැයි මීට වැඩිය දෙයක් එකෙන් බලාපොරොත්තු උනා,NO
ලංකාවේ වැඩියෙන් නිල නොවන වීඩියෝ හැදුනු සිංදු වෙන්න ඇති මේක අන්තිම එකත් ආවා එල,NO
මේකෙ ඕඩියෝ එක ඇහුවෙ ගිය අවුරුද්දෙ හෑන්ඩ්ෆ්රී ගහන් ඇස් දෙක වහන් මේක අහද්දි මීට් වඩා හොද වීඩියෝ එකක් මැවිල පේන,NO
මම මේ සින්දුවට පිස්සු වැටිල ඉන්නේ අද බස් එකේ මේක ගියා මට බහින්නවත් හිතුන්නෑ හරී ම ලස්සන හිත නිවන සින්දුවක්,NO
වීඩියෝ එකනම් අජූතයි සිංදුවේ තිබ්බ රසය කෑවා,NO
හරිම ලස්සන කටහඩක් හරිම ලස්සන වචන ටික හරිම ලස්සන විඩියෝ එකක්,NO
මැරෙන්න කලින් ඔයා එකක් අහන එක මගේ ජීවිතේ ලොකු හීනයක අයියෙ එකනම් පට්ටයි,NO
වීඩියෝ එක ප්ලේ කලාට බැලුවෙ නෑ මොකද සින්දුවක ආතල් එක එහෙම්මම යනව වීඩියෝ එකකි විඩියෝ එක ඔලුව වැටුනම ෆැන්ටසි ඔක්කොම බිදෙනව එහෙම කරගන්න ඕනි නෑනෙ ඉතින් මේක බලල හැමෝට කියන්නෙ වීඩියෝ එක නොබල ඕඩියෝ රසවිදීන්න පුරුදු වෙන්න වීඩියෝ එකක් තමන්ගෙ ඔලුවෙම මැවේවි ගැලපෙනම ෆිට් වෙනම එකක්,NO
කාලෙක පස්සෙ අහපු හොඳම සින්දුවක් සින්දුවෙ එක්ක හදන්න තිබුන සුපිරිම එකක් මාරම ලස්සනයි අවුල නෑ නියමයි,NO
නුරාවි දෑස ගස්සා සිනාවි හීන වැස්සා මට බැලුනාද මංදා ඉබේ හැරිල,NO
වාව් ඒක ෆට්ටකාලෙකට පස්සෙ හොද සින්දුවක් ඇහුව,NO
වීඩියෝ එකෙන් සින්දුව කෑවා පට්ටම සින්දුව විඩ්යෝ එක නිස බොක,NO
මීට වැඩිය ලස්සන විඩියෝ එකක් කරන්න තිබ්බා,NO
නුරාවි සිංදු මට අහම්බෙන් ඇහුනේඑදා ඉදන් අද වෙනකල් මගේ එකේ එකට වෙලා තියෙන්නී කොච්චර ඇහුවත් එපා වෙන්නේ නෑ,NO
සාධාරණය කරන්න තිබ්බා,NO
දැන් මේ වීඩියෝ එකෙන් වැඩක් නෑ බන් ඕඩියෝ එක ගොඩක් නේඇයි වීඩියෝ එකක් කරලා සල්ලි නාස්ති කරගත්තේ,NO
සින්දුවත් ලස්සනයි එකත් ලස්සනයි සින්දුවෙ ඉන්න නංගි ලස්සනයි,NO
හොද වැඩක් මගෙ සුබ පැතුම්,NO
සුපිරි ලැම්බෝගිනි රථයක් නතරකළ පොලිසියේ ලොක්කෙක් කියපු බුකිය කළඹපු කතාවේ සම්පූර්ණ වීඩියෝව මෙන්න,NO
හොරකන් කරන්න එපා උබලට කලින් මමයි විඩියෝ එක දැම්මේ,NO
නිතිය කාට උනත් එකයි රටපුරා ඔහොම දෙවල වෙනවානම් හොඳ,NO
ඔන්න ඔහොම නිතිය කාටත පොදු උනොත් මිනිස්සු ජාරාව දෙන්නෙත් නෑ,NO
ලොකු ඒව ඇල්ලුවම බස් වීල් අල්ලපන්ලුඒව ඇල්ලුවම නීතිය පොඩි අපි විතරලුමොන හුත්තක්ද ඕයි කරන්න කියන්නෙ,YES
ආදරෙයී මේ වගෙ පොලිසියේ හැමූම කෙලි වැඩ කරනවා නම්නියමයි,NO
මගේ එක ඉස්සුවේමමයි මේක දැම්මේ එයාල කලින්බලු වැඩ මේවා,NO
පොලිස් නිලදාරියා යාපනයට මාරැ කරා,NO
යකො අපි හම්බ කරලා කලා අපි ඔන වහන ඇරගෙන පාරේ යන්න බැහැ මේක යකාගේ නිතිය ආ,NO
කොන්ද පන තියන නිලධාරියෙක් එත් හෙට දවසෙ මෙ නිලධාරියා ඉරනම කෙසේ වෙයිද ලෝකය බලුම නිතිය තියන රටේ තමයි අපි ඉන්නෙ,NO
දකුණු පළාතේ ක්රිකට් ක්රීඩාව සඳහා නව ජීවය එක් කරමින් ඔස්වේ ගෘහස්ත ක්රිකට් පුහුණු මධ්යස්ථාන අද පෙරවරුවේ ලෝක කුසලානය දිනූ ශ්රී ලංකා කණ්ඩායමේ නායක අර්ජුන රණතුංග මහතාගේ ප්රධානත්වය මාතර වල්ගම ප්රදේශයේදී විවෘත විය,NO
හිනා යන්නෙ නෑ නේ,NO
එ ෙහම කරන්න එපා සර් නියමයි ඔන්න මම ගියා,NO
අය්යෝ බඩත් රිදෙනෝ මරු මරු දෙන්නට ජය වෙවා,NO
මේව මොන විහිලුද කුනුහරප ලමයි ඉන්න තැනක බලන්න පුලුවන්,NO
ධම්මික පෙරේරාට වඩා සල්ලි තියෙන මොලේ තියෙන උන් කරල,NO
මේ වගේ මනුස්සයො තමයි ඕනේ අපේ රට පාලනය කරන්න සබ් කරගෙනම යන්න,NO
ජනාධිපති වෙන්න සුදුසුකම්ම නෙවේද මේ,NO
මේ වැඩසටහන ට ඩිල්කා දැම්ම නම් අහන්න හම්බන්තොට වරාය ගැන චතුර හොඳයි,NO
නියම වැඩක්මේ වගේ දේවල තමයි මීඩියා වලින් කරන්න ඔිනි,NO
මේ මනුස්සයාගේ කුමන හො දක්ශතාවයකට රටේ ඉන්න සුපිරි වැඩ්ඩෙක් මේ මනුස්සයාගෙන් ජිවිතේට ගන්න පුලුවන් දේවල ගන්නජාතියක් විදිහට කුහකයො නොවී,NO
දම්මික පෙරේරා මහත්මා දීර්ඝායුෂ ලැබෙන් ඕනි ඔබ අපට අවශ්යම පුද්ගලයෙ ජය ශ්,NO
මාරම මොළය සුපිරි,NO
බොහොම ස්තූති හැම මීඩියා එකකින්ම මෙවැනි වැදගත් වැඩසටහන් කරනවනන් කොච්චර වටිනවද,NO
අපේ කාලයේ මිනිස් පරිඝනක,NO
දම්මික පෙරේරා ගෙ දුවව ටෝල්ක් කරන්න පට්ට අමාරුයි බිකෝස් ගාඩ් එක්ක යන්නෙ,NO
උගෙ දේෂපාලන බලාපොරොත්තු ඇති ඒත් පට්ට තියන මොලයක් කොහොම කොහෙන් චන්දේ ඉල්ලුව මේ වගේ මිනිස්සු නෙවෙයිද රටේ පාලනය බාරගන්න ඔනේ සල්ලි කියනවනේ කමෙන්ට් වල ඉතින් උබලත් සල්ලි හොයන්න ආසයිනේ ඒත් උබලට පුලුවන් එකක්ව දාගන්න බෑනෙ බෑනේ,NO
ඒකට එකක් ඔනි තාම එකේ පේටන් එක තියෙන්නේ ධම්මික පෙරේරාගෙ නමට ඉතින් එයා හොයාගත්ත දේන් ඌ නැතුව උබල සල්ලි හොයන් කන්නද කියන්නේ,NO
දම්මික පෙරේරාට වඩා සල්ලි තියන දෙනෙක් කරලා,NO
පට්ට මොල කාරයෙක්මනස දියුනු කිරීමෙන් කල නොහැකි දෙයක් නැත,NO
රට ගැන අහන්නේහොදකට නෙමෙයිජනදිපති වරනයට ඉල්ලයි වගේ මොහු ජනදිපති වෙනවට කැමතිඅය එකක් දමු,NO
අනේ සර් ක්රමානුකූල කසිනො ගහන ව්දිය කියා දෙන්න,NO
මේ වගේ වැදගත් පුද්ගලයෙ එක්ක සංවාද කරනකොට එතුමාට දිය යුතු ගෞරවය දිය යුතුයි චතුර ඒක හොඳ කරා චාපා වගෙ හරකෙක් හිටියනම් ගොන් ප්රශ්න අහන්වා,NO
වැඩේ හොඳ ඔළුව කකියනවෝ,NO
මෙය පයියාගල මමත් පයියාගල ඒ ගැන නම් සතුටුයි පැලෙන්න,NO
එහෙම නෙවෙයි මිනිසුන් ට දියුණු වෙන්න නිවැරදි ක්රමයන් හා ඒ හා සම්බන්ධව ඇති තාක්ෂණ සහයෝග ලබා ගත හැකි ආකාරය වගේම වෙලදපොල මේ දේවල කියලා දෙන්න තවත් කෙනෙකු ඒක ප්රයෝජන,NO
ඔයා උනොත් ජානාදිපති උනොත් රට ලොකේම එක අපේ රට ඔයා තමයි මගේ ගුරු ඔයා එක කතාවක් අහකට යන්නේ නොමැත යන්නේ,NO
හැබැයිසමහරවිටඔබටවඩාවියාපාරිකයෝනැතිවඇතිනමුත්ඔබටවඩානුගත්සල්ලිකාරයෝඅපේපාර්ලිමේන්තුවේඇති,NO
බොහොම ස්තූති හැම මීඩියා එකකින්ම මෙවැනි වැදගත් වැඩසටහන් කරනවනන් කොච්චර වටිනවද,NO
සර් සර්ගෙන් ගොඩක් දෙවල තියෙනවා ඉගෙන ගන්න ජිවිතයට ගොඩක් වැදගත් වටිනව ඒ කථා,NO
ඒ අවවාද හිතට ගනිං පුතේ,NO
මට හිතෙන්න මේක ප්රෝඩාව චතුරට කීයක් හරි ගෙවලා ධම්මික පෙරේරගේ චරිතය ඔපදැමීමක් වෙන්නේ මෙතන මම හිතන්නේ නෑ කිසිම කෙනෙක් ඔහොම මතක තියාගන්න පුලුවන් කියලා ගිනස් වාර්තාව යන්න එපැයි නේ එහෙම නම්,NO
මනුස්සයෙක් ගෙ දියුණුව දැකල සතුටු වෙන්න බැරි උන් අපෙ ලංකා ඉන්නෙ මෙ මනුස්සයා ව ආදර්ශය කරං දියුණු වෙන්න ඉරිසිය නොකර,NO
මේ මොලේ නිසා තමා මේ පුද්ගලයා මේ තැන ඉන්නෙ අද,NO
හොඳයි ඊලඟ ජනාධිපතියා වේවි වගේ,NO
සුපිරි මොලයක් රටට ඔනේ මිනිස්සු,NO
මෙයා ජානාදිපති උනොත් ඇමරිකාව වෙනවා ලංකා,NO
ඇත්තට ගොඩක් සතුටුයි,NO
වල කරන පිලිවෙල දැන ගන්න මේ පැත්තට එන්න මුල සිට සරල සිංහලෙන්ම දැන ගන්න මචං චැනල් එකට පිවිසෙන්න කරන්න අමතක නොකරන්න,NO
මම ගොඩක් කැමති පුද්ගලයෙ මේ කියල වැඩක් නෑ,NO
ඔබතුමා පුදුම ඒත් අපි අපේ මොලයෙන් ය ප්රයෝජන ගන්නවා එකම වෙලාවකනම් නෙමේ නමුත් අපි ප්රයෝජන ගන්නවා මොලයේ හැම සංජායන ප්රදේශයක්ම,NO
සරු සුබ දේවල අහන්න දකින්න එක කරන් යන්න ස්තුති,NO
දම්මික පෙරේරා මහත්මා වඩා චමත් පලිහපිටිය මහතාගේ මුලු වත් දම්මික මහතා වගේ දෙගුණයකිඒ නිර්මාණය කිරිමට දායක වීම සහ නොයෙකුත් වෙනත් ඔහුගේ ව්යාපාර මගිනිනමුත් චමත් පලිහපිටිය මහතාගේ පුරවැසිභාවය තිබෙන්නේ ඇමරිකාවේ යඑම නිසා ඔහු ලංකාවේ අංක එකේ ව්යාපාරික වන්නේ නැත මෙම චරිතය පිලිබඳ බොහෝ දෙනෙක් දන්නේ නැතනමුත් ශ්රී ලාංකිකයෝ වශයෙන් අපි චමත් පලිහපිටිය කියන චරිතය ගැනද ආඩම්බර විය යුතුයි,NO
මෙයා බිස්නස් වලට කිසිම සම්බන්දයක් නැති රෝහල් ගැන විස්තර අකුරට දන්නෙ කොහොම තේරෙන්න නැත්තේ මට විතරද,NO
අලුත්ම රැකියා සදහා අදම පිවිසෙන්න,NO
චතුර කිව්වා එයාට ගන්න ගොඩක් දේවල තිබ්බා කියලා මගේ කලර් එක රට එතකොට මට පාට පක්ෂ කිසි භේදයක නෑ ඕක තමයි ඔයට ගන්න තියෙන ලොකුම දේ චතුර,NO
අපි ඔබ තුමා කරපු ව්යාපාර විදිහට අහල තියෙන්නේ කොල්ලුපිටිය බම්බලපිටිය සමූහයයි අනෙක සියලු ව්යාපාර ආරම්භ කලේ මහන්සි ගොඩනැගුවේ වෙනත් ව්යවසායකින් ඔබතුමා කලේ එවා කූට ලෙස කොටස් වෙලදපල අපරාධ වන මගි එම කොටස් මිල සමග සෙල්ලම් කරමින් ඒම ආයතන මිලදී ගැනීම නොවේද,NO
ඔබතුමා දත්ත මත පදනම් වන නිසා අපි ඔබතුමාගේ ඉහලම ලාභ ලබන ආයතන ය මොනවා ඒවායේ කොටස් අයිතිය ඔබ සතු කරගත්තේ කෙසේ කවර උපක්රමයකින්ද යන්න අපට පහදා දෙනවාද,NO
දියුණු වෙන්න දියුණු වෙන්න දියුණු වෙන්න,NO
දිලිත් ජයවීරවගෙ දේශපාලුවෝ එක්ක ඩීල් දාල නෙමෙයි දම්මික පෙරේරා මේ තත්වේ ඉන්නෙ,NO
දම්මික පෙරේරා හොඳ බිස්නස් කරන්න ආර්ථිකය සංවර්ධන කරන්න හොද දැනුම තියෙනවා ඒ පැත්ත හොඳ හැබැයි රට පාලනය කරන්න පුලුවන් කෙනෙක් කියලා මං නම් හිතන්නෙ නෑමොකද මෙතුමාගේ යුද්ද ගැන උතුර ප්රශ්නයට දුන්න පිලිතුරෙන්ම පැහැදිලියි මාත් ගොඩක් ගරු කරන කෙනෙක්,NO
නමුත් රටක් පාලනය භාර කරන්න ආටිෆිශියල් ඉන්ටර්ලිජන්ට් වලින් බෑ කියලා තේරුම් ගන්න ඕනි පොලීසියට මේක ඉදිරිපත් කලා එකම ක්රමයකි අනුමාන කරන්න ගිහින් එක රට පාලනය කරනව වඩා ලොකු අර්බුදයක මුහුණ පාන්නයි වෙන්නෙ අනික අපේ රටේ අයට වඩා විදේශීය අයට මෙතුමා කැමති ජෑම් එකක් කරලා අහිංසක දුප්පත් අය ගැන කාටවත් ගානක නෑ,NO
චන්දෙ ඉල්ලන් රට හදල දෙන්න හැබයි ලොකෙටම පොරොන්දු වෙලා රට හදන බවට රට හදන්න එන්න ඔබතුමාට මම ජය පතනවා මෙ රටට සෙවය කරන්න මමත් ගොඩක් අසයි අපි එකතුවෙලා රට හදමු දැන් රට කරවන තැන ගත්තම අපෙ ලමයිටවත් එ පාර්ලිමේන්තුව කියලා කියන්න බැරි තත්වයක් තියෙන්න,NO
එ තරන් එතන ඉන්න අය හරි අශීලාචාර ඔබ තුමා වගෙ කෙනෙක් අවොත් මම ඉන්න ඔබ තුමත් එක්ක එ රටට සෙවය කරන්න ඔබ තුමා බුදු සරණයි ජයවේවා,NO
ධම්මික පෙරේරා සාමි තුමා ආයිමත් ඇවිත එයාගේ බ්රහ්ම රහස් අරගෙන මාසයක් වගේ කාලයක් ඇතුලත දෙවෙනි වතාවට දන්නා කෙනෙක් ළඟ ඉන්න කෙනෙක් මෙයා කියන්න මේ මනුස්සයට ඇත්තට තියෙන එකත් නැති කරගන්නවා අපි මෙයා බලාපොරොත්තු උනේ වගේ වැඩ සටහකින් අපි දකින අපි කවදාවත් හොයාගන්න බැරි ජීවන බිස්නස් රහස් මේ පාර චතුරයි දම්මිකයි දෙන්නම කටපාඩම් කරගෙන ඉන්නේ,NO
දෙන්නම විකටයෝ තමන්ගේ දිග පලල ගැන මෙච්චර පුරාජේරු දොඩවන්නේ ඇතුලත හිස් මිනිස්සු මේ ලංකා වෙලා තියෙන විනාසේ හරස් කඩක් මහා පුරුෂාර්ථ මත ගොඩ නැගෙන ලාංකීය පවුර්ෂ නෑ කටින් පවුර්ෂ හදන්න බෑ නිකන් හිතන් කවදාවත් එකට ආපු නැති උනත් උපාලි විජේවර්ධන ගැනලොකු ව්යාපාරික පවුර්ෂයක් අපේ හිතේ තියෙනවා දැක්කේ වත් නැති අනගාරික ධර්මපාල තුමා අපේ ලොකු ගවුරවයක් තියෙනවා පක්ෂ බේධ නැතුව ට ට මිනිස්සු ගරු කරන්නේ නැද්ද මගේ නත්තල දුගියා බත් කන දාය කියපු පන්සලේ පියතුමා කියන මර්සිලින් පිය තුමා බවුද්ධ අපිටත් හුඟ ලොකු කෙනෙක්,NO
සූර සරදියෙල් කරපු වැඩ එක්ක හැදුනු ප්රතිරූප තියෙනවා අර්තර් වී දියෙස් ගේ ප්රතිරුපේ හැදුනේ කොස් ගහ අපේ වලට හුඟ කිට්ටු නිසා මද්දුම බණ්ඩාර ගැන කිරිබොන පොඩි උන් හිටන් දන්නවා පෙරේරා ජයතිලක කියන නම් වලට හැම හදකම ඉඩක් තියෙනවා මහාචාර්ය සරච්චන්ද්ර හා තුනේ පන්තියටවිතරක් ගිය මාර්ටින් වික්රමසිංහ නම් ඇහුනත් මිනිස්සු ටික නැවතිලා බලනවා කිව්වම ලංකාවේ මහා පවුර්ශ ඇයි මේ පොල්කොළ ඉටිකොළ සිමෙන්ති අනාගෙන තමාගේ පිළිම තමන්ම අඹන්නේ අර සමනත්ර භද්ර පිස්සු උන්නාන්සේ වගේ අර හැම පෝයටම අධෝ වාහිනියට වාචාල ගොන් මඬලාවට එන අත්තනායක ආචාරියා වගේ සුචරිත කම දෙකොනෙන් බේරෙනවා,NO
හැබැයි තුන්වෙනි සිල්පදේ වැඩ හරිය නෑ සිමෙන්ති හැන්දයි අරගෙන වෙනස් රුපයක් හදන්න දඟලන පෝයදාට විලිලජ්ජ නැතිව එක සැරයක් මේ මිනිහ තමන්ව මහගම සේකරට සම කරලා පත්තරේකටත් කියල තිබුන ලෙනින් තමයි සමාජ වාදී සෝවියට් දේශයේ පියා නමුත් ලෙනින් කිව්වේ මම නෙවෙයි මේක කලේ ඇන්ටන් චෙකොව් කියලා සමාජ පවුර්ෂ හැදෙන්න ඕනේ අනුන් කටින් අනුන් ඇගයීමෙන් මිසක තමන්ගේ කටින් පුරාජේරු කියල නෙවෙයි ධම්මික යම කරලා තියෙනවා නම් ඒක නිරායාසයෙන් සමාජ ගත වෙනවා,NO
ඒක මකන්න න්යෂ්ටික බෝම්බ දැම්ම බෑ මේ එයාගේ දිව්යඥානෙන් පේන දේවල අපි මොකට පුන පුනා කියන්නේ මේවා ගොන් ලගේ දිරච්ච ලනු හැබැයි මෙයා මොලේ පාවිච්චි කරපු එක නම් ඇත්ත මොකද අනෙක මහින්ද කලුසල්ලි හොර මොලේ මහින්ද තමයි වටේ ඉන්න උන් අල්ලන බැරි විදියට හොරාකන්න පුරුදු කරේ මේ වගේ තැන් වලට ගැලපෙන කියමන් දෙක තුනක් මතක වෙනවා ගැමියෝ කියන ඔන්න කනෝ පිනුම් කිව්වලු,NO
ඒ වගේම සිංහල සමාජේ තව කියමන තියෙනවා හොරාගේ අම්ම පේන ඇහීම වගේ මේ කියමන් දෙකෙන් පොතකින් කියන්න බැරි තරම් මනෝ රූප අපතුල මැවෙනවා හැමදාම ලංකාවේ අපි එක ළඟ වාඩිවෙලා තක්කඩි පල් හොරු විසි තිස්දාහක කනා පිනුම් බල බලා උන් දෙමවුපියන්ගෙන්ම හොරා ගැන පේන අහ අහ ඉන්න ගොන් රැලක් වෙලා,NO
මේ හාදයා ජනාධිපති වුනොත් ලෝකෙන්ම පෝසත් මිනිහා වෙයි හැබැයි පාර්ලිමේන්තුවේ ඉන්න ගාන ඇහුවොත් ක් විතර කියයි දුප්පත් මිනිස්සුන් අබ සරණයි කැසිනෝ වල කළු සල්ලි සුදු කරන්න කොම්පැනි කට වැඩිය තියෙනවාමෙයාගේ පම්පොරියෙන් රටේ මිනිසුන් සෙත වෙලා තියෙනව මෙයා කැසිනෝ වල වැඩකරන අය බාගෙකට පෙනහළු රෝග,NO
